Age,EdLevel,Gender,YearsCode,YearsCodePro,ComputerSkills,Accessibility,MentalHealth,MainBranch
0,1,0,14,11,17,0,0,1
0,1,0,12,8,6,1,0,1
1,2,0,21,17,11,0,0,1
1,3,2,20,2,8,0,0,1
0,3,0,8,3,15,0,1,1
0,3,0,7,2,33,0,0,1
0,3,0,15,5,10,0,0,1
0,1,0,8,3,10,0,0,0
0,2,0,8,4,13,0,0,1
0,3,0,8,2,6,0,0,1
1,2,0,4,2,5,0,1,1
1,4,0,45,40,5,0,0,1
0,2,0,7,4,12,0,0,1
1,2,0,15,13,12,0,0,1
1,3,0,23,12,9,0,0,0
0,2,0,13,7,15,0,0,1
1,3,0,24,20,14,0,0,1
0,4,0,11,1,6,0,0,1
0,2,0,5,2,26,0,1,1
0,3,0,7,5,11,0,0,1
0,2,2,14,13,8,0,0,1
0,0,0,13,9,4,0,0,1
0,3,0,13,7,23,0,0,1
0,0,0,12,1,21,0,1,1
0,2,0,8,3,8,0,0,1
1,2,0,32,18,17,0,0,0
1,3,0,25,14,10,0,0,1
0,2,0,7,4,11,0,0,1
0,2,0,16,5,8,0,0,1
0,2,0,8,1,4,0,0,1
0,3,0,13,0,11,0,0,0
1,3,0,25,9,7,0,1,1
0,2,0,5,0,11,0,1,1
1,3,0,32,20,15,0,1,1
1,4,0,18,9,8,0,0,0
0,1,0,6,0,7,1,0,1
0,3,0,13,5,5,0,0,1
0,0,0,10,2,9,0,0,1
0,3,0,9,5,8,0,0,1
1,2,0,30,19,8,0,0,1
1,1,0,18,15,4,0,0,1
0,3,0,15,10,6,0,1,1
0,2,0,25,12,24,0,0,1
0,2,0,12,2,2,0,1,1
0,3,0,17,9,11,0,0,1
0,2,0,9,5,13,0,0,1
1,3,0,20,17,22,0,0,1
0,3,0,8,3,13,0,0,1
1,1,0,44,34,29,0,1,1
0,2,0,9,7,12,0,0,1
1,4,0,27,15,16,0,0,1
0,1,0,5,3,10,0,0,1
1,2,0,23,15,11,0,1,1
0,2,0,9,5,14,0,0,1
0,2,0,10,7,16,0,0,1
1,2,0,12,12,16,0,0,1
0,2,0,15,11,28,0,0,1
0,2,0,13,2,8,0,0,1
0,2,0,2,1,8,0,0,1
0,2,0,10,3,9,0,0,1
1,1,0,20,15,16,0,0,1
0,1,0,24,18,26,0,0,1
0,1,0,13,5,27,0,0,1
0,1,0,8,8,7,0,0,1
1,2,0,23,19,9,0,0,1
0,2,0,10,4,13,0,0,1
1,2,0,4,2,8,0,0,1
0,3,0,13,11,11,0,0,1
0,4,0,10,4,4,0,1,0
1,0,2,40,20,13,0,1,1
0,3,0,3,3,8,0,0,1
0,2,0,15,7,8,0,0,1
0,2,0,6,6,13,0,0,1
1,2,0,40,25,7,0,0,1
0,2,0,10,6,10,0,0,1
1,2,0,32,25,11,0,0,1
0,0,0,20,12,4,0,0,1
0,1,1,4,2,14,0,0,1
0,2,0,9,3,13,0,0,1
0,2,0,13,9,15,0,0,1
0,2,0,8,5,11,0,0,1
1,2,0,17,13,21,0,1,1
0,2,0,9,5,10,0,0,1
0,2,0,12,7,14,0,0,1
1,2,0,15,10,13,0,0,1
0,2,0,5,3,12,0,1,1
0,3,0,9,4,19,0,0,1
1,2,0,30,20,17,0,0,1
0,0,2,4,3,29,1,1,1
1,1,1,10,10,10,0,0,1
1,2,0,30,19,8,0,0,1
1,4,0,12,10,14,0,0,1
0,1,0,13,1,9,0,1,1
0,2,0,10,6,22,0,0,1
1,1,0,30,24,27,0,0,1
0,3,0,15,7,13,0,0,1
1,1,0,2,2,23,0,0,0
1,4,0,16,9,11,0,0,1
0,2,0,0,1,11,0,0,1
1,3,0,30,15,20,0,0,1
0,2,0,15,9,13,0,0,1
0,2,0,13,5,16,0,0,1
0,2,0,4,0,5,0,0,1
0,2,0,8,5,22,0,0,1
0,2,0,6,2,10,0,0,1
0,3,0,12,8,2,0,0,0
0,3,0,5,3,13,0,0,1
0,0,0,7,0,13,0,0,1
1,1,0,15,5,12,0,0,1
0,3,1,2,2,3,0,1,1
0,2,0,10,2,7,0,1,1
0,3,0,5,4,18,0,1,0
0,2,0,4,3,1,0,0,1
0,2,0,8,6,21,0,1,1
0,2,0,8,4,9,0,0,1
1,3,0,29,25,13,0,0,1
1,2,0,20,15,8,0,0,1
0,3,0,6,5,7,0,0,0
1,2,0,13,11,4,0,1,1
1,3,0,33,19,25,0,0,1
0,2,0,12,7,13,0,0,1
0,2,0,11,3,11,0,0,1
0,2,0,11,9,17,0,0,1
0,2,0,8,3,10,0,1,1
0,3,0,18,13,16,0,1,1
0,2,0,7,3,20,0,0,1
1,2,0,31,30,19,0,0,1
1,3,0,10,10,7,0,0,1
1,2,0,36,29,8,0,0,1
1,3,0,28,18,19,0,0,1
0,2,0,7,3,16,0,1,1
0,2,0,10,7,17,0,0,1
1,3,0,21,15,12,0,0,1
0,3,0,18,11,18,0,0,1
0,0,0,15,15,13,0,1,1
1,2,0,18,15,13,0,1,1
0,1,0,10,5,7,0,0,1
0,3,0,14,8,15,0,0,1
1,0,0,33,22,11,0,0,1
1,3,0,35,20,7,0,0,1
0,3,0,4,4,7,0,0,1
0,3,0,12,9,11,0,0,1
0,3,1,6,5,13,0,0,1
0,3,0,10,5,14,0,0,1
0,2,1,15,10,32,0,1,1
1,1,0,13,12,15,0,1,1
1,1,0,24,24,12,0,0,1
0,2,0,10,3,18,0,0,1
1,2,0,26,18,16,0,1,1
0,1,0,7,5,25,0,0,1
1,2,0,20,18,25,0,1,1
0,2,0,8,1,11,0,1,1
0,1,0,8,7,22,0,0,1
1,3,0,15,15,9,0,1,1
1,3,0,21,21,29,0,0,1
0,2,0,12,5,12,0,0,1
1,4,0,40,20,5,0,0,0
1,2,0,20,15,16,0,0,1
0,2,0,17,9,21,0,0,1
0,2,0,7,1,20,0,0,1
0,1,0,3,0,7,0,0,1
0,3,0,3,2,4,0,0,1
0,2,0,4,0,9,0,0,1
0,2,0,10,4,21,0,0,1
1,1,0,32,28,20,0,0,1
0,1,0,4,3,7,0,0,1
0,3,0,8,3,20,0,0,1
1,3,0,40,30,8,0,0,1
1,3,0,20,14,9,0,0,1
0,2,0,4,0,4,0,0,1
1,1,0,35,30,4,0,0,1
0,2,1,10,6,15,0,1,1
0,3,0,15,6,18,0,0,1
0,2,0,4,1,26,0,0,1
1,1,0,31,22,6,0,0,1
0,1,0,10,10,14,0,0,1
1,1,0,35,28,13,0,0,1
0,3,0,5,3,14,0,0,1
0,2,0,12,6,16,0,0,1
1,1,0,13,12,14,0,1,1
0,2,0,7,2,5,0,0,0
0,2,0,15,8,9,0,0,1
0,2,0,10,8,36,0,0,1
1,2,0,16,12,19,0,1,1
0,1,0,12,6,11,0,1,1
0,2,0,3,2,13,0,1,1
0,2,0,8,3,24,0,1,1
0,2,0,3,0,18,0,1,1
0,0,0,5,4,16,0,0,1
1,3,0,14,12,22,0,0,1
1,2,0,39,30,2,0,1,1
0,2,0,7,7,11,0,1,1
1,1,0,30,23,8,0,1,0
1,2,0,29,15,37,0,0,1
0,2,0,5,4,14,0,1,1
1,3,0,38,13,10,0,1,1
0,3,1,10,7,17,0,0,1
0,4,0,9,6,2,0,0,0
0,2,0,10,6,10,0,0,1
0,2,1,5,4,2,0,1,1
0,2,0,2,1,10,0,0,1
0,2,1,4,2,12,0,1,1
1,2,0,4,0,3,0,0,1
0,2,0,16,12,19,0,0,1
0,2,0,4,0,10,0,0,1
1,2,0,25,25,18,0,1,1
1,3,0,37,32,19,0,0,1
0,3,1,10,6,15,0,1,1
0,3,0,7,3,13,0,0,1
0,2,0,7,7,13,0,0,1
0,0,0,5,3,20,0,0,1
0,3,0,9,7,18,0,0,1
0,0,0,11,7,7,0,0,1
0,2,0,8,5,8,0,0,1
0,2,0,8,0,24,0,0,1
0,2,2,8,5,15,0,0,1
0,2,0,20,10,33,0,1,0
0,4,0,15,3,9,0,0,1
0,3,0,11,10,13,0,0,1
0,2,0,15,10,11,0,1,1
0,3,0,16,8,8,0,0,1
0,2,1,5,3,13,0,0,1
1,2,0,21,21,13,0,0,1
0,2,0,5,3,12,0,1,1
0,2,0,8,2,24,0,0,1
0,2,0,16,11,15,0,1,1
1,2,0,9,5,10,0,0,1
0,0,0,5,3,6,0,0,1
0,3,0,24,9,14,0,0,1
0,3,0,7,3,6,0,0,1
0,2,0,5,1,10,0,0,1
1,3,0,13,10,3,0,0,1
0,2,0,6,3,6,0,1,1
0,1,0,7,4,15,0,0,1
1,3,0,17,14,4,0,1,1
1,2,0,25,17,12,0,0,1
0,2,0,7,5,9,0,0,1
0,3,1,5,5,8,0,0,1
1,1,0,30,19,14,0,1,0
1,1,0,22,20,17,0,0,1
0,2,0,10,4,19,0,0,1
1,3,0,35,30,37,0,0,1
1,2,0,19,11,3,0,0,1
0,3,0,11,7,12,0,0,1
0,2,0,7,3,12,0,0,1
0,2,0,9,2,9,0,0,1
0,2,0,9,6,13,0,0,1
0,3,0,4,2,11,0,0,1
0,2,0,14,11,16,0,0,1
0,2,0,4,4,13,0,1,1
0,3,0,5,4,18,0,0,1
0,2,0,18,10,15,0,0,1
0,3,0,12,8,26,0,0,1
0,2,0,5,2,10,0,0,1
0,2,0,11,8,15,0,1,1
1,4,0,12,7,5,0,0,1
1,3,0,18,14,5,0,0,1
0,2,0,12,5,5,0,1,1
0,2,0,6,3,7,0,0,1
0,0,0,9,5,18,0,0,1
1,3,0,25,16,14,0,0,1
0,2,0,1,1,13,0,1,1
0,3,0,8,5,9,0,0,0
0,2,0,8,2,18,0,1,1
0,1,0,10,0,17,0,0,0
1,2,0,20,10,13,0,0,1
0,3,0,13,7,10,0,0,1
0,2,0,8,6,12,0,0,1
0,2,0,15,5,12,0,0,1
0,2,0,13,8,16,0,0,1
0,2,1,5,4,14,0,0,1
0,3,0,9,6,10,0,0,1
0,1,0,16,4,4,0,0,1
1,3,0,22,22,8,0,0,1
1,3,0,15,0,2,1,1,0
0,1,0,11,7,18,0,0,1
0,2,0,7,1,19,0,0,1
0,2,0,6,7,16,0,0,1
1,2,0,22,17,17,0,0,1
0,2,0,4,1,21,0,1,1
1,3,0,27,22,31,0,0,1
0,3,0,11,6,18,0,0,1
0,2,0,10,9,14,0,0,1
1,1,0,50,50,6,0,0,0
0,0,0,10,6,31,0,0,1
0,2,0,8,2,15,0,0,1
0,4,0,9,4,7,0,1,1
0,1,0,11,5,14,0,0,1
1,2,0,25,16,9,0,0,1
1,2,0,18,14,16,0,1,1
1,2,0,24,18,16,0,0,1
0,2,0,7,1,7,0,0,1
0,2,0,6,1,22,0,1,1
0,2,0,6,3,20,0,0,1
0,3,0,10,5,14,0,0,1
0,2,0,5,4,12,0,1,1
0,2,0,9,2,14,0,1,1
0,1,0,3,0,14,0,1,0
0,3,0,5,3,7,0,0,0
0,2,0,13,3,12,0,1,1
1,3,0,20,15,14,0,0,1
0,1,1,14,6,25,0,1,1
0,2,0,7,3,8,0,0,1
0,1,0,9,7,19,0,0,1
0,2,0,4,2,9,0,0,1
0,2,0,9,3,41,0,0,1
0,3,0,13,9,10,0,0,1
0,2,0,14,9,12,0,0,1
1,4,2,30,23,3,0,0,1
1,2,1,10,5,10,0,1,1
0,2,0,15,5,16,0,0,1
1,0,0,7,7,18,0,0,0
0,1,0,8,2,15,0,1,1
0,2,0,11,5,7,0,0,1
0,2,0,7,2,9,0,0,1
0,2,0,20,12,12,0,0,1
1,3,0,30,21,14,1,1,1
0,1,0,12,10,24,0,0,1
1,0,0,3,2,3,0,0,1
0,2,0,16,11,8,0,0,1
0,2,0,9,3,26,0,0,1
0,3,0,18,10,10,0,1,1
0,1,0,11,10,25,0,1,1
0,2,0,12,6,17,0,0,1
1,3,0,4,2,2,0,0,1
0,2,0,17,17,5,0,0,1
0,3,0,12,8,13,0,0,1
1,2,0,32,27,19,0,0,1
0,1,0,10,2,10,0,0,0
0,3,0,10,3,4,0,0,1
0,2,0,21,15,14,0,1,1
0,2,0,5,0,12,0,0,1
1,2,0,15,15,24,0,0,1
0,2,0,7,2,16,0,0,1
1,0,0,26,19,6,0,0,1
0,2,0,7,1,24,0,1,1
0,2,0,4,2,14,0,0,1
1,1,0,19,8,9,0,0,1
0,4,0,15,6,11,0,0,0
0,2,0,14,7,11,0,1,1
0,3,1,8,5,9,0,0,1
1,3,1,26,18,7,0,1,1
1,0,0,22,15,10,0,0,1
0,2,0,15,3,5,0,0,1
1,3,0,15,15,7,0,0,1
0,2,0,10,3,6,0,0,1
1,2,0,15,14,10,0,0,1
0,2,0,10,3,13,0,0,1
1,2,0,7,5,14,0,0,0
0,2,0,1,0,8,0,0,1
0,3,0,50,20,4,0,0,1
0,3,0,12,4,10,0,0,1
0,2,0,5,3,13,0,0,1
0,3,0,10,6,6,0,0,1
1,2,0,20,11,18,0,0,1
1,3,0,40,33,9,0,0,1
0,2,0,11,8,17,0,0,1
0,2,0,7,12,2,0,0,1
1,2,0,27,20,18,0,0,0
0,4,0,10,7,8,0,0,0
0,2,0,8,5,17,0,0,1
0,2,0,18,8,24,0,1,1
1,3,0,45,32,10,0,0,1
1,1,1,31,30,3,0,0,0
0,3,0,13,10,9,0,0,1
0,2,0,9,3,21,0,0,1
1,2,0,25,22,19,0,0,1
0,2,0,4,1,5,0,1,1
1,3,0,29,25,17,0,0,1
0,2,0,7,4,19,0,0,1
0,3,0,5,4,21,0,0,1
1,1,0,10,4,2,0,0,1
1,3,0,23,17,7,0,0,1
0,3,0,12,6,15,0,0,1
1,3,0,35,32,11,0,0,0
1,2,0,20,20,20,0,0,1
0,2,0,10,8,6,0,0,1
0,1,0,6,4,12,0,1,1
1,3,0,35,25,8,0,0,1
0,2,0,10,2,18,0,0,1
0,2,0,12,5,5,0,0,1
1,2,0,17,13,14,0,0,1
1,3,2,28,11,15,0,1,1
0,3,0,3,3,2,0,0,1
1,3,0,30,20,9,1,0,1
0,3,0,3,2,15,0,0,1
0,2,2,8,4,20,0,1,1
1,1,0,41,35,9,0,0,1
0,2,0,5,3,9,0,0,1
0,3,0,18,12,4,0,0,1
1,1,0,12,10,20,0,0,1
1,2,0,20,14,15,0,0,1
0,3,0,6,4,11,0,0,1
0,1,0,10,8,15,0,1,1
1,2,0,30,20,9,0,0,0
1,2,0,36,27,9,0,0,0
0,2,0,5,0,12,0,0,1
1,1,0,20,20,2,0,0,0
0,2,0,6,4,13,0,0,0
0,2,1,8,6,4,0,0,1
0,1,0,9,4,27,0,0,1
0,2,0,20,11,25,0,1,1
1,2,1,25,21,14,0,1,1
0,2,0,4,2,13,0,0,1
0,1,0,6,5,5,1,0,1
1,3,0,45,41,13,0,0,1
0,2,0,1,5,19,0,0,1
0,1,0,7,5,4,0,0,1
0,2,0,7,3,14,0,0,1
0,2,0,6,3,6,0,0,1
1,3,0,17,11,15,0,0,1
0,1,0,10,5,18,0,1,0
0,2,0,3,1,9,0,0,1
1,1,0,43,40,13,0,0,1
1,3,0,27,20,25,0,0,1
0,1,0,9,5,13,0,0,1
1,2,0,25,8,10,0,0,1
0,0,0,7,6,26,0,1,1
0,1,0,5,3,15,0,0,1
0,2,0,2,1,20,0,1,1
0,3,0,17,12,23,0,0,1
0,2,0,5,1,7,0,0,1
0,2,0,9,5,4,0,1,1
0,2,0,11,9,23,0,1,1
0,2,0,6,3,15,0,1,1
0,2,0,13,9,14,0,0,1
0,2,0,9,1,5,0,0,1
1,3,0,31,23,19,0,0,1
1,3,0,25,25,18,0,1,1
0,2,0,12,2,3,0,1,1
0,2,0,3,2,17,0,1,1
0,2,0,10,4,7,0,0,1
0,2,0,21,17,19,0,0,1
1,1,0,22,22,14,0,0,0
0,2,0,2,1,23,0,0,0
1,2,0,22,19,6,0,0,1
0,2,0,9,7,14,0,0,1
0,1,0,10,6,20,0,0,1
0,2,0,6,6,21,0,1,1
0,3,0,9,6,16,0,0,1
0,3,0,8,3,17,0,0,1
1,1,0,36,25,8,0,1,0
1,2,0,38,29,16,0,0,1
0,1,0,6,5,15,0,0,1
0,2,0,12,5,3,0,0,1
0,2,0,9,2,13,0,0,1
0,2,0,7,6,15,0,0,1
0,1,0,8,6,7,0,0,1
0,2,1,16,12,20,0,1,1
1,1,0,1,0,6,0,0,1
0,2,0,8,2,3,0,0,1
0,2,0,6,5,15,0,0,1
0,2,0,2,2,8,0,1,1
1,3,0,11,10,16,0,0,1
0,3,0,6,2,25,0,0,1
0,1,0,6,5,8,0,0,1
1,1,0,40,36,15,0,0,1
1,0,0,23,14,12,0,0,1
0,3,0,3,1,18,0,0,0
0,2,0,12,8,9,0,0,1
0,3,0,15,5,4,0,0,1
0,3,0,6,6,14,0,0,1
0,3,0,8,1,26,0,0,1
0,2,0,8,3,15,0,0,1
0,2,0,12,9,8,0,0,1
0,2,0,8,4,27,0,0,1
0,3,0,12,4,11,0,1,1
0,2,0,10,8,26,0,0,1
0,2,0,16,3,17,0,0,1
0,2,0,15,12,11,0,0,1
0,1,0,6,2,17,0,0,1
1,3,0,15,10,15,0,0,1
0,2,0,7,4,21,0,0,1
0,1,0,7,2,9,0,0,1
0,2,0,5,2,2,0,1,1
1,2,0,24,14,15,0,0,1
0,2,0,12,0,5,0,1,1
0,3,0,14,11,3,0,0,1
0,4,2,10,5,8,0,1,1
1,2,0,8,6,14,0,0,1
1,4,0,42,28,6,0,0,1
0,2,1,3,2,7,0,0,1
1,2,0,25,23,6,0,0,1
1,4,0,27,8,9,0,1,1
0,2,0,10,5,16,0,0,1
0,0,0,6,1,6,0,0,0
1,3,0,18,12,7,0,0,1
0,2,0,5,1,11,0,1,1
0,2,2,0,6,8,0,0,1
0,3,0,7,2,9,0,0,1
1,3,0,6,3,11,0,0,0
0,2,0,7,1,34,0,1,1
1,2,0,42,36,4,0,0,1
0,3,0,10,6,11,0,0,1
0,3,0,18,8,6,0,0,1
0,1,0,7,7,9,0,0,1
0,3,0,11,8,14,0,0,1
0,0,0,3,2,8,0,0,1
0,3,0,11,7,20,0,0,1
1,1,0,15,15,13,0,0,1
1,2,0,18,12,20,0,0,1
1,1,0,20,15,13,0,1,1
0,2,0,9,5,6,0,0,1
0,2,0,10,4,21,0,1,1
1,1,0,26,17,20,0,0,1
1,2,0,26,20,20,0,0,1
0,2,0,1,0,5,0,1,1
0,2,0,12,3,11,0,0,1
0,2,0,11,5,16,0,1,1
0,2,0,14,10,16,0,0,1
1,3,0,19,15,22,0,0,1
0,2,0,7,5,14,0,0,1
1,0,0,17,14,8,0,0,1
0,2,0,6,4,13,0,0,1
0,2,0,6,4,10,0,0,1
1,1,0,37,25,8,1,0,0
0,2,0,15,11,8,0,0,0
1,3,0,22,17,5,0,0,1
0,3,0,13,11,14,0,0,1
1,3,0,34,20,9,0,1,0
0,2,0,20,8,18,0,1,1
1,2,0,15,15,9,0,0,1
0,2,0,18,10,16,0,0,1
0,2,0,6,2,9,0,0,1
0,2,0,5,5,15,0,1,1
1,2,0,40,28,17,0,0,1
1,2,0,26,23,10,0,0,1
0,2,0,14,10,14,0,0,1
0,3,0,11,6,107,0,0,1
0,1,0,6,2,15,0,1,1
1,1,0,10,7,17,0,0,1
0,2,0,7,3,13,0,0,1
0,2,0,7,6,36,0,0,1
1,2,0,15,5,13,0,0,1
0,2,0,20,7,11,0,0,1
0,2,0,5,1,14,0,0,1
0,2,0,11,7,9,0,0,1
0,2,0,14,8,17,0,0,1
0,4,0,15,9,6,0,0,1
0,0,0,9,6,11,0,1,1
1,3,0,12,10,15,0,0,1
0,3,0,8,5,21,0,0,1
1,2,0,36,16,18,0,0,1
0,2,0,9,5,13,0,0,1
0,1,2,13,9,10,1,1,1
0,2,0,3,2,11,0,0,1
0,2,0,7,4,20,1,0,1
1,1,0,24,20,19,0,0,1
0,2,0,7,3,12,0,0,1
0,3,0,16,14,24,0,0,1
1,1,0,26,25,6,0,0,1
1,1,0,30,25,27,0,0,1
0,3,0,13,6,2,0,0,1
0,2,0,4,2,13,0,0,1
0,0,0,11,0,8,0,0,1
0,2,0,9,9,17,0,0,0
0,1,0,13,10,25,0,0,1
0,3,0,9,5,4,0,0,1
1,2,0,15,6,16,0,0,1
0,2,0,5,3,10,0,0,1
0,2,0,10,4,15,0,0,1
0,2,0,12,9,13,0,0,1
0,1,0,8,4,8,0,0,1
0,3,0,15,9,6,0,0,1
0,2,0,15,9,9,0,0,1
1,2,0,21,16,25,0,0,1
0,3,0,15,12,5,0,1,1
0,3,0,25,6,21,0,0,1
0,2,0,4,3,35,0,0,1
1,1,0,12,9,14,0,0,1
0,1,0,3,2,8,0,0,1
0,3,0,8,1,2,0,0,1
0,2,1,2,0,17,0,1,0
0,1,0,5,0,15,0,0,1
1,1,0,20,16,14,0,0,0
0,2,1,5,1,13,0,0,1
0,3,0,11,3,17,0,0,1
0,2,0,12,7,7,0,1,1
0,2,0,9,7,15,0,0,1
1,1,1,13,11,16,0,1,1
1,3,0,20,15,10,0,0,0
0,1,0,10,2,12,0,1,1
0,2,0,8,5,15,0,0,1
1,3,0,15,8,9,0,0,1
0,2,0,2,0,8,0,0,1
1,3,0,15,10,20,0,0,1
1,3,0,20,11,1,0,0,1
0,2,0,14,3,21,0,0,1
0,1,0,4,1,4,0,0,1
1,0,0,30,21,6,0,0,1
0,1,0,8,8,8,0,0,1
1,2,0,17,15,10,0,0,1
0,2,0,16,10,20,0,0,1
0,2,0,7,4,23,0,1,1
1,0,0,36,32,23,0,0,1
0,1,0,3,2,6,0,0,1
0,1,0,12,5,18,0,0,1
0,2,0,10,7,20,0,0,1
0,2,2,8,6,28,0,0,1
1,2,0,25,20,16,0,0,1
0,3,0,8,2,3,0,0,1
1,1,0,23,15,9,0,0,1
0,2,0,6,3,19,0,0,1
0,0,0,7,4,13,0,0,1
1,1,0,25,17,22,0,0,1
1,2,0,23,18,11,0,0,1
1,3,0,36,18,7,0,0,1
0,3,0,10,8,7,0,0,1
0,2,0,12,2,5,0,0,1
0,1,1,7,0,11,0,1,1
0,2,0,8,5,26,0,0,1
0,1,0,11,8,15,0,0,0
0,3,0,12,7,2,0,0,1
0,2,0,10,6,8,0,0,1
1,4,0,39,35,6,0,0,0
0,3,2,2,1,19,0,0,1
1,3,0,35,20,12,0,0,1
0,2,0,5,1,21,0,0,1
0,2,0,6,2,19,0,1,1
0,2,0,15,5,20,0,0,1
0,0,2,18,5,22,1,1,1
0,0,0,7,5,14,0,0,1
0,2,2,10,6,19,0,0,1
1,2,0,27,17,12,0,1,1
1,3,0,20,10,8,0,0,1
1,2,0,21,10,11,0,1,0
1,2,0,20,15,9,0,0,1
0,2,0,10,6,16,0,0,1
0,3,0,10,5,11,0,0,1
1,2,0,17,13,11,0,0,1
0,2,0,8,2,18,0,0,1
1,3,0,28,14,15,0,0,1
0,2,0,14,9,15,0,0,1
0,2,0,4,3,21,0,0,1
1,1,0,15,15,13,0,0,1
0,2,0,13,1,11,0,0,0
0,1,0,20,13,12,0,0,1
0,1,0,10,9,7,0,0,1
1,2,0,30,27,13,0,0,0
0,0,0,4,2,21,0,0,1
1,3,0,25,18,12,0,0,1
0,3,0,7,2,13,0,0,1
0,2,0,9,3,4,0,0,1
0,2,0,7,2,19,0,1,1
1,2,0,30,30,16,1,1,1
0,2,0,5,2,14,0,0,1
1,3,0,27,20,23,0,0,1
1,2,0,9,8,11,0,0,1
1,2,0,5,4,11,0,0,1
0,3,0,17,10,32,0,0,1
1,2,0,14,14,5,0,0,1
1,2,0,30,15,6,0,0,1
0,1,0,9,2,34,0,0,1
0,0,0,15,13,17,0,0,1
1,3,0,33,22,6,0,0,1
0,1,0,15,13,17,0,0,1
0,2,0,17,13,14,0,0,1
1,3,0,18,11,5,0,0,1
1,3,0,21,15,9,0,0,1
0,2,0,5,3,13,0,0,1
0,2,0,0,0,12,0,0,1
0,4,0,16,10,8,1,0,1
1,2,0,21,15,9,0,0,1
1,2,0,18,6,5,0,0,0
0,3,0,8,5,22,0,0,1
0,2,0,10,3,23,0,0,1
0,0,0,20,20,20,0,0,1
0,2,0,15,5,9,0,0,1
0,2,0,5,1,13,0,0,1
0,2,0,10,8,13,0,0,1
1,1,0,27,15,13,0,0,1
0,2,1,11,7,3,0,0,1
0,3,0,10,1,15,0,0,1
0,4,0,20,5,3,0,0,0
1,1,0,18,16,21,0,0,1
0,3,0,17,10,17,0,0,0
0,1,0,7,2,11,0,1,1
0,2,1,8,4,8,0,1,1
1,1,0,8,7,13,1,1,1
0,2,0,15,8,16,0,1,1
1,2,0,21,17,15,0,0,0
1,2,0,26,12,9,1,0,1
1,3,0,30,21,24,0,0,1
0,2,0,14,12,19,0,1,0
0,3,0,5,1,8,0,0,1
0,3,0,7,6,14,0,0,1
0,0,0,5,5,9,0,0,1
0,3,0,9,0,14,0,1,1
0,2,0,13,8,21,0,1,0
0,2,0,8,2,28,0,0,1
0,0,0,6,2,19,0,0,1
0,3,0,7,5,9,0,0,1
0,3,0,17,11,14,0,0,1
0,2,0,6,2,11,0,0,1
0,3,0,13,5,23,0,0,0
0,1,0,4,1,17,0,0,1
1,2,0,21,11,9,0,0,0
1,2,0,14,14,2,0,0,1
0,2,0,10,5,11,0,0,1
0,3,0,21,10,18,0,0,1
1,3,0,28,23,8,0,0,1
0,2,0,1,4,6,0,0,1
0,2,0,5,4,18,0,0,1
0,2,0,10,8,7,1,1,1
0,2,0,15,5,14,0,0,1
0,1,0,12,7,17,0,1,1
0,2,1,12,7,15,0,0,1
0,3,0,8,2,9,0,0,1
0,2,0,13,8,13,0,0,1
0,2,0,9,8,9,0,0,1
0,1,0,5,0,14,0,1,1
1,0,0,30,21,22,0,0,1
1,3,0,24,21,9,0,0,1
0,3,0,11,5,10,0,0,1
0,1,0,11,8,29,0,0,1
0,2,0,15,12,13,0,0,1
0,2,0,11,6,16,0,0,1
0,3,0,14,8,9,0,0,1
0,2,0,15,10,32,0,0,1
0,2,0,13,6,9,0,0,1
0,2,1,9,5,9,0,0,1
0,1,0,10,5,35,0,0,1
0,3,0,9,6,11,0,0,1
1,2,0,10,8,23,0,0,1
0,3,0,8,1,5,0,1,1
0,0,0,7,1,10,1,1,0
0,2,0,17,7,11,0,0,1
1,3,0,24,20,21,0,0,0
1,3,0,40,27,4,0,0,1
0,2,1,7,3,12,0,1,1
0,2,0,3,0,13,0,0,0
0,3,0,3,3,10,0,0,1
0,2,0,9,5,25,0,0,1
0,2,0,20,15,8,0,1,1
1,1,0,20,14,9,0,1,1
0,1,0,9,5,19,0,1,1
0,2,0,11,6,9,0,0,1
0,3,0,6,4,18,0,1,1
1,2,0,18,15,2,0,0,1
1,2,0,10,4,12,0,0,0
0,1,0,13,13,8,1,0,0
1,2,0,35,25,13,0,0,1
0,2,0,8,4,16,0,0,1
0,2,0,5,3,11,0,0,1
1,2,0,20,12,9,0,0,1
1,1,0,30,12,13,0,0,1
0,2,0,8,3,16,0,1,1
1,1,1,18,12,15,0,0,1
1,1,0,30,22,3,0,0,1
1,1,0,25,7,5,0,0,0
0,2,0,8,4,2,0,0,1
0,1,0,8,5,13,0,1,1
0,0,0,4,4,9,0,0,1
1,3,1,4,2,11,0,1,1
0,3,0,8,6,15,0,0,1
0,0,0,10,10,14,0,1,1
0,2,1,12,11,11,0,0,1
0,2,0,9,3,9,0,0,1
0,3,0,11,7,19,0,0,1
0,3,0,9,5,4,0,0,0
0,2,0,7,5,13,0,0,1
1,2,0,6,5,33,0,0,1
1,2,0,15,15,9,0,0,1
1,3,0,23,17,14,0,0,1
1,3,0,35,25,11,0,1,1
0,3,0,10,6,9,0,0,1
0,2,0,9,3,20,0,0,1
0,2,0,7,4,23,0,0,1
0,2,0,3,1,18,0,0,1
0,2,0,6,1,10,0,0,1
1,2,0,32,24,12,0,0,1
1,2,0,26,22,7,0,0,1
0,2,0,8,3,8,0,0,1
1,1,0,24,24,8,0,0,1
