Age,EdLevel,Gender,YearsCode,YearsCodePro,ComputerSkills,Accessibility,MentalHealth,MainBranch
0,2,0,7,5,12,0,0,1
1,2,0,42,40,34,0,0,1
0,3,0,7,0,4,0,1,0
0,3,0,18,5,7,0,0,1
0,2,0,10,8,16,0,0,1
0,2,0,10,5,17,0,0,1
1,2,0,50,34,16,0,0,1
1,4,0,21,19,5,0,0,0
0,2,0,12,3,7,0,1,1
0,1,0,4,4,5,0,0,1
1,2,0,20,16,11,0,0,1
0,2,0,12,8,13,0,0,1
1,3,0,24,23,13,0,0,0
0,2,0,8,3,6,0,1,1
0,1,0,9,8,19,0,0,1
0,2,0,5,3,24,0,1,1
0,2,0,5,0,6,0,0,0
0,4,0,8,5,16,0,0,1
0,2,0,20,11,11,0,1,1
0,1,0,15,12,22,0,0,1
1,4,0,29,15,18,0,0,1
1,2,0,12,10,20,0,0,1
0,1,0,3,2,13,0,0,1
0,2,0,12,8,6,0,0,1
1,3,0,39,26,19,0,0,1
1,1,0,27,18,20,0,0,1
0,3,0,7,2,10,0,0,1
1,1,0,27,18,11,0,0,1
0,2,0,12,7,13,0,0,1
0,2,0,5,12,18,0,1,0
0,3,0,7,6,18,0,0,1
0,1,0,4,2,6,1,0,1
1,1,0,20,20,13,0,0,1
1,4,0,30,25,6,0,0,1
0,2,0,8,3,14,0,0,1
0,2,0,4,2,10,0,1,1
0,1,0,7,3,8,0,1,1
0,3,0,8,5,15,0,0,1
0,3,0,12,8,20,0,0,1
1,1,0,30,22,28,0,0,1
0,2,0,9,7,18,0,0,1
0,3,0,10,4,19,0,0,1
0,2,0,12,10,11,0,0,1
0,2,0,15,9,15,0,0,1
0,2,0,15,10,10,0,1,1
1,3,0,35,10,21,0,1,1
0,2,0,9,5,16,0,0,1
0,2,0,11,9,16,0,0,1
1,2,0,27,22,14,0,0,1
1,1,0,35,30,27,0,0,0
1,3,0,40,30,26,0,0,0
0,2,0,27,15,15,0,0,1
0,2,0,15,11,12,0,0,0
1,2,0,39,26,8,0,0,1
0,2,0,4,0,23,0,1,1
1,2,0,16,12,9,0,0,1
0,3,1,10,3,11,0,0,0
0,3,0,10,4,21,0,0,1
0,2,0,7,6,13,0,0,1
1,2,0,20,12,32,0,0,1
0,3,0,13,12,16,0,0,1
1,2,0,40,24,9,0,0,1
1,2,0,40,9,6,0,0,1
0,0,0,7,3,22,0,0,1
1,0,0,26,22,7,0,1,1
0,3,0,6,5,27,0,0,1
0,2,0,10,5,20,0,1,0
0,2,0,8,4,14,0,0,1
1,3,1,35,32,27,0,0,1
0,2,0,17,12,5,0,0,1
0,0,0,5,2,14,0,1,1
1,2,1,3,3,5,0,0,0
0,2,0,1,0,11,0,0,1
1,3,0,37,25,23,0,0,1
1,2,0,24,23,12,0,0,0
0,1,0,15,7,21,0,1,1
0,1,0,10,6,21,0,1,1
0,1,0,6,3,15,0,0,1
0,2,0,15,7,6,0,0,1
0,1,0,10,9,15,0,0,1
0,3,0,9,5,12,0,0,1
0,2,0,3,2,12,0,0,1
0,2,2,9,5,17,0,0,1
0,2,0,9,1,11,0,1,1
1,2,0,17,17,5,0,0,1
0,3,0,11,8,13,0,0,1
0,2,0,7,3,10,0,0,1
0,3,0,15,9,9,0,0,1
1,3,0,25,14,14,0,0,1
0,2,0,3,1,13,0,0,1
0,2,0,5,1,14,0,0,1
0,2,0,6,3,17,0,0,1
0,2,0,5,0,16,0,0,1
0,2,0,12,7,13,0,0,1
0,2,0,6,1,12,1,1,1
0,2,0,15,7,18,0,0,1
0,3,2,12,8,18,0,0,1
0,3,0,14,9,14,0,0,1
0,2,1,4,1,12,0,0,1
0,2,0,7,5,11,0,0,1
0,3,1,6,5,11,0,0,1
1,0,0,35,8,19,0,0,1
0,3,0,14,2,3,0,0,1
1,1,0,26,22,17,0,1,1
0,2,0,3,3,14,0,0,1
0,2,0,6,2,14,0,1,1
0,3,0,2,8,10,0,0,1
0,2,0,12,4,9,0,0,1
0,1,0,9,6,31,0,0,1
1,2,0,25,16,9,0,0,0
0,4,0,8,7,8,0,0,0
1,2,0,20,15,5,0,0,1
1,2,0,37,20,19,0,0,1
0,3,0,3,1,13,0,0,1
1,2,0,20,15,26,0,0,1
0,2,0,2,1,13,0,0,1
0,3,0,11,2,3,0,0,1
0,0,0,5,5,11,0,1,1
0,3,0,12,2,36,0,0,1
0,1,0,8,6,10,0,1,1
0,2,0,11,3,5,0,0,1
0,3,0,17,13,4,0,0,1
1,2,0,7,6,4,0,0,0
0,2,0,12,8,17,0,0,1
0,3,0,10,7,7,0,1,1
1,2,0,30,15,10,0,1,1
0,3,0,10,7,10,0,0,1
0,2,1,8,1,14,0,1,1
0,3,0,14,6,9,0,0,1
1,2,0,22,15,9,0,0,1
0,3,0,13,4,5,0,0,1
0,1,0,15,7,13,0,1,1
0,2,0,10,7,32,0,0,1
0,3,0,12,7,3,0,0,0
0,1,0,18,15,13,0,0,1
0,2,0,11,8,9,0,0,1
0,2,0,10,4,21,0,0,1
1,2,0,24,24,9,0,0,1
0,1,0,8,3,15,0,1,1
0,2,0,12,5,5,0,0,1
0,1,2,17,7,34,1,0,1
0,3,0,5,2,17,0,0,1
0,2,0,21,11,7,0,0,1
0,3,0,15,8,7,0,0,1
1,1,0,40,30,18,0,1,1
0,2,0,4,4,15,0,0,1
0,2,0,5,0,3,0,1,1
1,3,0,24,20,14,0,1,1
0,3,1,17,12,13,0,1,1
1,2,0,40,30,18,0,0,1
0,1,0,4,2,14,0,0,1
1,0,0,9,5,18,0,1,1
1,0,0,30,25,20,0,1,1
1,1,0,8,7,10,0,1,1
1,2,0,27,20,13,0,0,1
0,3,0,6,4,4,0,0,1
1,4,0,12,10,18,0,0,1
0,3,0,15,11,10,0,0,1
1,3,0,24,21,27,0,0,1
1,3,0,28,15,17,0,1,1
0,2,0,7,4,24,0,0,1
0,2,0,8,6,20,0,0,1
0,2,0,4,2,5,0,0,1
1,2,0,20,16,12,1,0,1
0,3,1,7,3,6,0,1,1
0,0,0,10,4,12,0,0,1
0,2,0,1,5,11,0,0,0
0,2,0,10,8,27,0,1,1
1,2,0,13,10,15,0,0,1
0,1,0,4,4,11,0,0,1
0,2,0,5,0,6,0,1,1
0,3,0,0,0,9,0,0,1
0,3,0,8,1,9,0,0,1
1,3,1,9,7,9,0,1,1
1,3,0,6,5,8,0,0,1
1,2,0,23,16,33,0,1,1
1,4,0,35,18,4,0,0,1
0,1,0,7,2,26,0,0,1
1,3,0,28,15,12,0,0,1
0,2,0,4,1,24,0,1,1
0,2,0,7,3,21,0,0,1
0,2,0,5,2,14,0,0,1
0,3,0,12,6,22,0,0,1
1,3,0,43,31,6,0,0,1
0,2,0,4,1,9,0,0,1
0,2,0,8,6,15,0,0,1
0,2,0,5,3,10,0,0,1
0,3,0,12,7,4,0,0,0
1,1,0,20,6,12,0,1,1
0,3,0,9,6,11,0,0,1
0,2,0,8,4,8,0,0,1
1,3,0,10,5,2,0,1,0
0,2,0,13,6,22,0,0,1
1,2,0,30,16,8,0,0,1
1,3,0,18,13,8,0,0,1
0,1,0,10,7,18,0,1,1
0,3,0,3,0,7,0,0,0
0,2,0,18,13,8,0,0,1
0,1,0,4,4,18,0,0,1
0,2,0,5,3,33,0,0,1
1,1,0,27,26,5,0,0,1
1,4,0,38,38,9,0,0,0
0,2,0,6,6,7,0,0,1
1,2,0,23,7,7,0,1,1
0,1,0,3,0,9,0,0,1
0,2,0,6,2,5,0,0,1
1,2,0,27,27,8,0,0,1
1,2,0,38,36,19,0,0,1
0,3,0,12,7,16,0,0,1
0,2,0,15,8,4,0,1,1
0,1,0,4,3,5,0,1,1
1,1,0,20,14,12,0,0,1
0,2,0,19,13,16,0,1,1
0,3,0,9,7,4,0,0,1
1,3,0,18,15,20,0,0,1
1,1,0,24,20,14,0,0,1
1,2,0,22,14,13,0,0,1
1,3,0,12,7,18,0,1,1
1,1,0,35,25,43,0,0,1
0,2,0,4,3,17,0,0,1
0,3,1,12,5,6,0,1,1
0,2,0,4,1,12,0,0,1
0,2,0,6,1,11,0,1,1
0,3,0,16,9,16,1,1,1
0,2,0,10,5,8,0,0,1
0,3,0,8,5,9,0,0,1
1,3,0,27,18,15,0,0,0
0,0,0,18,7,15,0,1,1
1,3,0,15,12,6,0,0,1
1,2,0,33,17,14,0,1,1
0,3,0,11,7,17,0,0,0
0,2,0,12,8,24,0,0,1
1,2,0,13,13,6,0,0,1
0,2,0,6,5,5,0,0,1
1,2,0,27,25,8,0,1,1
0,2,0,6,6,12,0,0,1
0,3,0,15,2,8,0,0,1
0,2,0,5,2,8,0,0,1
0,3,1,10,8,20,0,0,1
0,2,0,9,4,25,0,0,1
0,3,0,10,8,10,0,0,1
0,2,0,12,9,29,0,0,1
0,1,0,20,16,14,1,1,1
0,1,0,13,6,14,0,0,1
0,3,0,9,6,13,0,0,1
0,2,0,10,6,13,0,0,1
0,2,0,2,0,9,0,0,1
0,0,0,8,4,8,0,0,1
1,3,0,24,13,13,0,0,1
1,3,0,18,14,2,0,0,0
0,2,0,4,3,9,0,0,1
1,2,1,3,2,11,0,1,1
0,3,0,4,1,7,0,1,1
0,2,1,5,2,8,0,0,1
1,1,0,3,2,12,0,0,1
1,2,0,15,12,20,0,1,1
0,4,0,10,8,8,0,0,1
0,2,0,12,7,3,0,1,1
0,3,0,8,6,9,0,0,1
1,3,0,36,31,14,0,0,1
1,2,0,17,14,10,0,0,1
0,2,0,15,3,8,0,1,1
0,2,0,8,8,11,0,0,1
1,2,0,33,17,7,0,1,1
0,2,0,7,6,14,0,0,1
0,1,0,9,3,13,0,0,1
0,1,0,7,5,27,0,0,1
0,3,0,10,5,15,0,0,1
0,4,0,12,3,30,0,0,1
1,3,0,20,10,3,0,0,1
1,3,0,20,20,14,0,0,0
1,2,0,35,32,11,0,0,1
0,2,0,17,10,18,0,1,0
0,1,0,15,11,23,0,0,1
1,3,0,22,17,14,0,0,1
0,3,0,10,5,4,1,0,1
1,2,0,27,20,7,0,0,1
0,3,0,15,9,17,0,0,1
0,2,0,10,4,40,0,0,1
0,1,0,9,3,14,0,0,1
0,2,0,3,3,24,0,1,1
0,3,0,12,6,17,0,0,1
0,3,0,6,4,3,0,1,1
1,3,0,19,14,9,0,0,1
0,2,0,10,8,18,0,0,1
0,2,0,14,11,8,0,0,1
1,0,0,42,40,9,0,0,0
1,1,0,16,13,11,0,0,1
1,3,0,6,6,7,0,0,0
0,2,0,8,5,17,0,0,1
1,4,0,25,9,2,0,0,1
1,2,0,29,26,22,0,0,1
1,2,0,35,17,4,0,0,1
0,2,0,15,12,27,0,0,1
0,1,0,6,6,15,0,1,1
0,1,0,10,10,32,0,0,1
0,3,0,9,3,19,0,0,1
1,2,0,28,25,8,0,0,1
0,2,0,8,4,9,0,1,1
0,2,0,3,3,7,0,1,1
0,4,0,16,7,18,0,0,1
0,2,0,8,4,18,0,0,1
0,2,0,10,6,20,0,0,1
1,1,0,50,50,9,0,0,1
0,2,0,18,6,18,0,0,1
0,3,0,8,4,14,0,0,1
1,2,0,35,35,2,0,0,0
1,2,0,17,13,12,0,0,1
0,2,0,8,4,15,0,0,1
1,2,0,21,14,5,0,0,1
0,2,0,5,2,11,0,0,1
0,2,0,7,1,6,0,0,1
1,2,0,23,23,12,0,0,1
0,2,0,5,2,22,0,1,1
0,2,0,6,1,2,0,1,1
0,2,1,6,5,14,0,0,1
0,2,0,10,3,10,0,0,1
0,1,1,13,3,19,1,1,1
1,1,0,25,20,14,0,0,1
0,2,0,14,9,6,0,0,1
0,2,0,8,3,8,0,0,1
0,2,0,5,0,16,0,0,1
0,2,2,14,3,38,0,0,1
0,2,0,11,5,12,0,0,1
0,2,0,10,4,31,0,1,1
0,3,0,13,8,12,0,0,1
0,2,0,7,5,13,0,1,1
0,3,0,5,3,12,0,0,1
1,3,0,43,43,4,0,1,1
0,2,0,12,8,11,0,1,1
0,2,0,7,2,30,0,0,1
1,4,0,15,6,3,0,0,0
1,2,0,25,17,20,0,0,1
0,1,0,11,8,22,0,1,1
0,2,0,5,4,8,0,1,1
0,2,0,5,4,32,0,1,1
0,1,0,15,10,7,0,0,1
0,1,0,5,3,14,0,0,1
1,3,0,21,10,16,0,0,1
0,2,0,21,5,12,0,0,1
0,2,0,4,4,3,0,0,1
1,2,2,20,12,7,0,0,1
0,2,0,10,6,4,0,0,1
1,2,0,15,13,12,0,0,1
0,2,0,7,3,24,0,0,1
0,2,0,9,7,7,0,1,1
0,2,0,1,0,8,0,0,1
1,3,0,26,15,8,0,0,1
1,2,0,18,15,11,0,0,1
1,2,0,23,13,43,0,1,1
1,2,0,8,5,6,0,1,1
0,2,0,7,5,19,0,1,1
1,2,2,20,10,21,0,1,1
0,2,0,4,3,13,0,0,1
1,3,1,23,17,8,0,1,1
0,2,0,3,0,13,0,0,1
1,2,0,10,3,13,0,0,1
1,1,0,4,0,13,0,0,1
0,2,0,13,6,7,0,0,1
1,3,0,18,16,10,0,0,1
0,2,0,10,6,12,0,0,1
0,2,0,5,3,7,0,1,1
0,4,0,7,1,11,0,1,1
0,2,0,7,5,5,0,1,1
1,1,0,30,25,6,0,0,0
1,2,0,20,10,13,0,0,1
1,2,0,16,13,14,0,0,1
1,2,0,23,20,14,0,1,1
1,4,0,20,13,8,0,0,0
0,1,0,8,7,17,1,0,1
1,1,0,25,23,8,0,1,1
0,1,0,2,0,9,0,0,1
0,2,0,1,1,10,0,0,1
1,1,0,32,22,9,0,0,1
0,1,0,18,10,11,0,0,1
0,1,0,3,2,7,0,0,1
0,2,1,9,4,19,0,0,1
1,0,0,20,10,11,0,0,1
0,1,0,11,4,15,0,0,1
1,2,0,36,26,11,0,1,1
0,3,0,6,2,13,0,0,1
1,2,0,24,14,7,0,0,1
0,0,0,4,0,21,1,0,1
0,2,0,4,1,25,0,0,1
0,2,0,10,10,20,0,1,1
1,2,0,20,13,8,0,0,1
0,2,0,14,11,3,0,0,1
0,2,1,11,5,2,0,1,1
0,2,0,12,6,14,0,0,1
0,2,0,4,2,8,0,0,1
0,3,0,14,6,11,0,0,1
0,3,0,10,10,21,0,0,1
0,2,0,7,3,12,0,1,1
0,3,0,9,4,11,0,0,1
0,0,0,7,2,10,0,0,1
1,2,0,28,24,11,0,1,1
0,4,0,10,5,5,0,0,0
1,3,0,20,16,9,0,0,1
0,2,0,9,7,12,0,0,1
1,2,1,20,5,13,0,0,1
1,2,0,10,7,14,0,0,1
0,2,0,11,6,14,0,0,1
1,2,0,24,19,18,0,0,1
0,2,0,15,12,21,0,0,1
1,2,0,15,8,13,0,0,1
0,2,0,15,8,16,0,0,1
0,3,0,13,8,12,0,0,1
0,1,0,7,3,21,0,0,1
0,2,0,17,8,21,1,1,1
0,2,0,8,3,8,0,0,1
1,1,0,19,16,26,0,1,0
0,1,0,3,2,25,0,0,1
0,3,1,9,4,14,0,1,1
0,2,0,15,8,33,0,1,1
0,3,0,3,3,11,0,1,1
1,1,0,24,15,8,0,0,1
0,2,0,10,8,17,0,0,1
0,1,0,12,4,12,0,0,1
1,2,0,26,22,2,0,1,1
1,4,0,17,6,7,0,0,1
0,2,0,11,6,10,0,1,1
0,1,0,5,3,16,0,0,1
1,3,0,23,16,16,0,0,1
0,0,0,6,2,12,0,0,1
0,3,0,8,5,11,0,0,1
0,2,0,6,2,19,0,0,1
0,2,0,3,2,12,0,0,1
1,1,0,43,34,9,0,0,1
1,2,0,35,25,18,0,0,1
0,3,1,12,5,20,0,0,1
0,1,0,15,6,19,0,0,0
0,3,0,13,7,14,0,0,1
0,3,0,6,2,21,0,0,1
0,2,0,11,7,33,0,0,1
1,3,0,21,6,9,0,1,1
1,2,0,28,18,10,0,0,1
0,2,0,12,8,16,0,0,1
0,2,0,16,11,24,0,0,1
0,2,0,30,18,20,0,0,1
0,2,0,7,3,13,0,0,1
0,2,0,11,7,4,0,1,1
0,2,0,14,4,27,0,0,1
0,2,0,9,5,11,0,0,1
0,2,1,10,4,3,0,1,1
0,1,0,6,5,7,0,0,1
1,3,0,18,15,18,0,1,0
1,3,0,0,5,11,0,0,1
0,2,0,6,2,9,0,0,1
1,2,0,17,13,24,0,1,1
1,2,1,27,21,9,0,0,1
0,3,0,11,8,14,0,1,1
0,3,0,8,3,22,0,1,1
1,0,0,21,16,28,0,0,1
0,2,0,8,4,17,0,1,1
0,2,0,5,4,16,0,1,1
1,3,0,40,31,12,0,0,1
1,1,0,25,20,11,0,0,0
1,2,0,29,18,25,0,0,1
0,0,0,4,0,2,0,0,1
0,2,0,13,11,4,0,0,1
0,2,0,7,1,16,0,0,1
1,2,0,10,7,20,1,0,1
0,3,0,9,2,9,0,0,1
0,2,0,8,4,6,0,1,1
0,2,0,7,0,17,0,0,1
0,1,0,5,4,17,0,0,1
0,1,0,7,4,36,0,0,1
0,2,0,7,3,19,1,0,1
1,2,0,21,21,11,0,0,1
0,3,0,19,8,18,0,0,1
0,1,0,14,10,12,0,1,1
1,1,0,35,24,25,0,1,1
1,2,0,3,3,12,1,0,1
0,0,0,9,2,17,0,0,1
1,1,0,22,21,22,0,0,1
0,3,0,13,6,18,0,0,1
1,3,0,22,11,8,0,0,1
0,2,0,10,5,17,0,1,1
0,3,0,4,1,3,0,0,1
1,2,0,30,20,18,0,0,1
0,2,0,13,8,12,0,0,1
0,1,0,12,10,20,0,0,1
0,2,0,10,6,5,0,0,1
0,2,0,14,9,21,0,1,1
0,3,0,1,0,10,0,0,1
1,4,0,10,10,5,0,0,0
1,3,0,25,18,17,0,0,1
0,2,0,18,10,18,0,0,1
1,3,0,37,21,6,0,0,1
1,2,0,25,20,26,0,1,1
0,3,0,16,10,10,0,0,1
1,2,0,10,6,11,1,1,1
0,2,0,7,3,9,0,0,1
0,3,0,8,2,11,0,0,1
0,2,0,7,0,9,0,0,1
1,2,0,15,11,18,0,0,1
0,2,0,9,7,13,0,1,1
0,2,0,5,4,10,0,0,1
0,2,0,9,6,19,0,0,1
0,2,0,6,3,14,0,0,1
0,1,0,12,6,10,0,0,1
0,2,0,17,9,10,0,1,1
0,3,0,7,2,3,0,0,1
0,3,0,12,9,23,0,0,1
0,2,0,15,9,12,0,0,1
0,0,1,20,9,23,0,1,1
1,2,0,25,20,15,0,1,1
0,2,0,8,5,13,0,0,1
1,2,0,16,14,14,0,0,1
0,2,0,13,7,17,0,1,1
0,3,0,12,6,10,0,0,1
1,2,0,22,20,20,0,0,1
0,2,0,10,6,21,0,0,1
0,3,0,12,5,7,0,1,0
0,2,0,17,13,7,0,1,1
0,2,0,2,2,14,0,1,1
1,2,0,25,14,13,0,1,1
0,2,0,2,1,5,0,0,1
0,2,0,6,4,25,0,0,1
0,2,0,3,2,9,1,0,1
0,3,0,10,5,17,0,1,1
0,2,0,21,12,8,0,0,0
0,1,0,7,5,24,1,0,1
0,1,0,14,7,19,0,0,1
0,2,0,2,0,23,0,0,1
0,3,0,2,5,10,0,0,1
1,2,0,38,33,11,0,0,1
1,4,0,30,6,5,1,1,1
1,3,0,15,10,5,0,0,0
0,2,0,4,2,29,0,0,1
0,2,0,7,4,9,0,0,0
0,2,1,6,4,8,0,0,1
0,3,0,1,0,9,0,0,1
1,3,2,12,8,9,0,0,1
0,0,1,5,5,14,0,1,1
0,2,0,9,5,6,0,0,1
0,2,0,16,4,13,0,0,1
0,3,0,24,12,17,0,0,1
1,2,0,24,24,18,0,0,1
0,2,0,6,4,10,0,0,1
0,2,0,13,9,11,0,0,1
0,2,0,10,8,16,0,0,1
0,1,0,4,2,8,0,0,1
0,2,0,16,6,15,0,0,0
1,2,0,19,17,14,0,1,1
0,1,0,6,5,4,0,0,1
0,2,0,15,9,16,1,0,1
0,2,0,4,4,7,0,1,1
0,3,0,4,2,7,0,0,1
1,3,2,30,18,2,0,0,1
1,0,0,36,20,6,0,0,1
0,2,0,11,5,17,0,0,1
0,3,0,3,1,3,0,0,0
0,2,0,17,16,4,0,0,1
0,2,0,4,3,6,0,0,1
1,0,1,7,2,8,0,1,1
0,2,0,17,8,10,0,0,1
1,3,0,25,18,27,0,0,1
0,2,0,4,3,10,1,1,1
0,3,0,6,4,14,0,0,1
1,2,0,21,17,15,0,0,1
1,2,0,20,15,8,0,0,1
1,0,0,40,35,21,0,0,1
0,3,0,6,8,11,0,0,1
0,2,0,16,10,15,0,0,1
1,1,0,6,1,7,0,0,1
0,3,0,6,3,10,0,0,1
1,2,0,20,15,24,0,0,1
1,2,0,49,42,11,0,0,1
0,2,0,9,6,10,0,0,0
0,3,0,6,6,14,0,0,1
0,2,0,9,4,11,0,0,1
0,3,0,8,4,9,0,0,1
1,2,0,45,35,14,0,0,1
0,2,0,15,14,8,0,0,1
0,2,0,6,1,17,0,0,1
1,3,0,15,10,9,1,0,1
1,2,0,25,19,13,0,0,1
0,2,0,11,7,4,0,0,1
0,3,0,16,11,12,0,0,1
0,2,0,7,7,10,0,0,1
0,2,0,11,3,14,0,0,1
0,1,0,3,2,9,0,1,1
0,2,0,6,4,4,0,0,0
0,2,0,8,2,10,0,1,1
0,3,0,3,6,16,0,0,1
0,2,0,8,6,20,0,0,1
0,3,0,17,12,13,0,0,1
1,4,0,32,15,7,0,0,1
1,1,0,8,5,10,0,0,1
0,3,0,17,15,18,0,0,1
0,2,0,6,2,11,0,0,1
1,1,0,5,5,5,0,1,0
1,3,0,29,16,16,0,0,1
0,3,0,14,7,8,0,0,1
0,2,0,7,2,17,0,0,1
0,2,0,5,2,14,0,0,1
0,2,0,2,2,15,0,0,1
0,2,0,10,3,12,0,0,1
0,2,0,10,8,9,0,0,1
0,3,0,8,7,17,0,0,1
1,0,0,35,23,8,0,0,1
0,2,0,12,7,4,0,0,1
1,1,0,32,30,5,0,0,1
1,2,0,20,14,17,0,0,1
0,0,0,15,11,23,1,1,1
0,3,1,12,10,18,0,1,1
0,2,0,7,4,11,0,0,1
0,2,0,12,6,8,0,0,1
1,3,0,15,9,6,0,0,1
0,2,0,10,7,15,0,0,1
1,2,0,26,24,21,0,0,1
1,2,0,22,19,18,0,0,1
0,1,0,6,0,22,0,1,1
0,2,0,12,8,20,0,0,1
1,4,0,20,15,11,0,0,1
1,4,0,25,20,6,0,0,0
0,1,0,14,12,22,0,1,1
0,2,0,12,4,26,0,0,1
0,2,0,10,6,15,0,0,1
0,2,0,14,12,15,0,1,1
1,0,0,22,18,18,0,0,1
1,3,0,21,15,20,0,0,1
0,2,1,12,9,18,0,1,1
1,2,0,30,20,18,0,0,1
0,1,0,2,1,5,0,1,1
0,1,0,13,7,3,0,0,1
1,1,0,25,15,20,0,0,1
0,2,0,10,5,20,0,1,1
1,1,0,35,31,10,0,0,1
0,4,0,16,6,9,0,0,1
1,2,0,11,8,2,0,0,1
1,1,0,20,18,34,0,0,1
0,2,0,12,10,10,0,0,1
0,3,0,16,11,9,0,0,1
1,2,0,20,12,8,0,1,1
0,2,0,6,3,11,0,0,1
0,2,0,14,14,11,0,0,1
0,0,0,20,8,33,0,0,1
0,2,0,17,11,14,0,1,1
1,4,0,18,10,3,0,0,1
1,2,0,20,15,17,0,0,1
0,2,0,9,2,19,0,0,1
0,2,0,5,3,16,0,1,1
1,3,0,23,11,12,0,1,1
0,0,0,7,7,16,0,0,1
1,1,0,32,30,11,0,0,1
0,2,0,12,10,8,0,0,1
0,2,0,16,7,11,0,1,1
0,2,0,12,7,24,0,0,1
1,4,0,25,10,3,0,0,0
0,2,0,13,5,17,0,0,1
1,4,0,25,15,11,0,1,1
0,2,0,3,2,6,0,0,1
0,2,0,5,5,12,0,0,1
1,3,0,32,30,10,0,0,1
0,2,0,16,12,19,0,0,1
1,2,0,30,22,7,0,0,1
0,2,0,12,7,12,0,1,1
1,4,0,25,18,9,1,1,0
1,2,0,26,22,3,0,0,1
1,2,0,21,15,17,0,0,1
1,1,0,17,16,21,0,0,1
0,1,0,3,2,12,0,0,1
0,2,0,6,2,20,0,0,1
1,2,0,1,0,4,0,1,1
1,3,0,3,3,5,0,0,1
0,3,0,12,7,18,0,0,1
0,2,1,3,2,8,0,0,1
0,3,0,15,10,7,0,0,1
0,3,0,6,3,12,0,0,1
0,1,0,15,12,11,0,0,1
0,2,0,17,5,30,0,0,1
0,2,0,6,2,16,0,1,1
1,0,0,25,17,8,0,0,1
1,1,0,20,10,9,0,0,1
0,1,0,2,2,5,0,0,1
1,2,0,15,15,8,0,0,0
0,3,0,6,1,3,0,0,0
0,2,0,15,4,7,0,0,1
0,3,0,7,1,17,0,0,0
0,1,0,15,5,11,0,1,1
0,2,0,6,2,9,0,0,1
0,2,0,4,2,18,0,1,1
1,1,0,7,0,3,0,0,0
0,3,0,16,10,22,0,0,1
0,1,0,7,3,27,0,0,1
0,3,0,16,7,2,0,0,1
0,2,0,8,4,21,0,1,1
0,2,0,11,4,6,0,0,1
0,1,0,12,6,8,0,0,0
1,1,0,40,27,16,0,0,1
1,4,0,18,15,23,0,0,1
0,2,0,5,2,16,0,0,1
0,2,0,8,6,13,0,0,0
1,3,0,21,15,12,0,0,1
0,2,0,6,1,11,0,0,1
1,3,0,24,15,5,0,0,1
0,3,0,13,3,13,0,0,1
0,2,0,16,12,9,0,0,1
0,3,0,7,2,11,0,0,1
1,1,0,20,20,6,0,0,1
0,3,0,10,6,6,0,1,1
0,2,0,11,7,12,0,0,1
1,1,2,20,17,10,0,1,1
0,2,0,14,9,11,0,0,1
0,2,0,3,2,7,0,0,1
0,2,0,13,6,9,0,1,1
0,2,0,15,6,25,0,0,1
1,3,0,17,12,10,0,0,1
0,2,0,4,2,17,0,0,1
0,2,0,12,7,8,0,1,1
1,2,0,20,20,10,0,0,0
1,1,0,22,20,15,0,0,1
1,2,0,30,21,6,0,0,1
0,2,0,9,6,15,0,1,1
1,2,0,26,16,15,0,0,1
1,2,0,30,24,9,0,1,1
0,2,0,4,4,16,0,0,1
1,2,0,30,8,11,0,0,1
0,2,0,1,1,8,0,0,1
0,2,0,4,2,5,0,0,1
0,2,0,11,8,14,0,0,1
0,1,0,7,4,14,0,0,1
1,3,0,23,18,22,0,0,1
1,4,0,8,8,9,0,0,1
0,2,0,5,3,13,0,1,1
0,2,0,12,1,7,0,0,0
1,3,0,18,15,6,0,0,1
0,2,1,17,8,22,0,1,1
0,0,0,2,0,15,0,0,1
0,2,0,6,2,9,0,0,1
0,2,0,20,8,36,0,0,1
0,2,0,5,2,15,0,0,1
0,2,0,8,6,8,0,1,1
0,2,0,5,1,5,0,0,1
1,2,0,27,14,16,0,0,1
0,2,2,9,0,6,0,0,1
0,2,2,15,13,12,0,0,1
0,2,0,7,3,9,0,0,1
0,2,0,2,0,22,0,0,0
1,4,0,17,13,5,0,0,1
0,2,0,7,4,5,0,1,1
0,4,0,15,10,47,0,0,1
0,0,0,7,5,16,0,1,1
1,4,0,30,17,3,0,1,0
0,2,0,5,3,3,0,0,1
0,2,0,5,0,5,0,0,0
0,2,0,9,1,4,0,1,1
1,2,0,17,13,4,0,1,1
1,2,1,16,12,7,0,0,1
0,2,0,12,9,14,0,1,1
0,0,0,2,0,8,0,0,1
1,1,0,14,12,13,0,0,1
0,0,0,10,5,13,0,1,1
0,2,0,4,2,7,0,0,1
1,3,0,9,3,11,0,0,1
0,3,0,10,4,32,0,0,1
1,1,0,30,20,20,0,0,1
0,2,0,3,0,28,0,1,1
1,1,0,23,17,13,0,1,1
1,2,0,15,12,11,0,1,1
0,3,0,11,10,7,0,0,1
1,4,0,10,2,3,0,1,0
1,1,0,24,21,19,0,0,1
0,2,0,21,0,15,0,0,1
0,3,0,14,10,6,0,0,1
1,3,0,5,4,21,0,0,1
0,3,0,9,5,27,0,0,1
0,2,0,1,0,2,0,0,0
0,3,0,7,1,17,0,1,1
0,2,0,10,2,14,0,0,1
0,2,0,5,2,15,0,0,0
1,2,0,18,13,15,0,0,1
